SID	H1	H2	H3	H4	H5	H6	H7	H8	H9	H10	IBD1	IBD2	IBD3	IBD4	IBD5	IBD6	IBD7	IBD8	IBD9	IBD10
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_eligens	0	0.29557	0	0.05848	0	0.12229	0	0	0.00393	0.4472	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_eligens|t__GCF_000146185	0	0.29557	0	0.05848	0	0.12229	0	0	0.00393	0.4472	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_hallii	0.34012	0.32716	0	2.4333	2.27261	0.73839	1.19796	1.43661	1.62965	0.56486	0	0	0	0	0	0	0	2.02152	0.22141	0.43523
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_hallii|t__GCF_000173975	0.34012	0.32716	0	2.4333	2.27261	0.73839	1.19796	1.43661	1.62965	0.56486	0	0	0	0	0	0	0	2.02152	0.22141	0.43523
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_limosum	0	0	0.77691	0	0.11375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_limosum|t__GCF_000152245	0	0	0.77691	0	0.11375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_ramulus	0.01101	0	0	0.54488	0.48201	0.06748	0.05583	0	0	0.09031	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_ramulus|t__GCF_000469345	0.01101	0	0	0.54488	0.48201	0.06748	0.05583	0	0	0.09031	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_rectale	0.24873	1.30748	0.0031	31.31477	32.24737	1.58189	1.27158	3.88275	0.96259	0.67018	0.00567	0	0	0	0	0	0.27356	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_rectale|t__Eubacterium_rectale_unclassified	0.24873	1.30748	0.0031	31.31477	32.24737	1.58189	1.27158	3.88275	0.96259	0.67018	0.00567	0	0	0	0	0	0.27356	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_rectale|t__GCF_000209935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_rectale|t__GCF_000209955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_saphenum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_saphenum|t__GCF_000161975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_siraeum	0.0115	0.44782	0	0.0285	0.15007	0.72842	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_siraeum|t__Eubacterium_siraeum_unclassified	0.0115	0.44782	0	0.0285	0.15007	0.72842	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_siraeum|t__GCF_000209915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_siraeum|t__GCF_000210635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_sp_3_1_31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.71653	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_sp_3_1_31|t__Eubacterium_sp_3_1_31_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.71653	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_ventriosum	0	0	0	0.8521	0.35774	0.03925	0	0	0	0.49531	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_ventriosum|t__GCF_000153885	0	0	0	0.8521	0.35774	0.03925	0	0	0	0.49531	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Pseudoramibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Pseudoramibacter|s__Pseudoramibacter_alactolyticus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Pseudoramibacter|s__Pseudoramibacter_alactolyticus|t__GCF_000185505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae	4.45195	16.84167	10.85842	17.59785	13.39405	15.18326	9.05903	18.79222	6.64578	8.65926	22.81268	58.28769	38.70943	25.32251	34.45768	20.00064	11.83144	39.28155	34.89841	38.39419
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerostipes	0	0.01223	0.19295	0.02039	0.34115	0.01588	0.00388	0.09749	0.04065	0.09761	2.84748	0.73766	0.60347	0.00971	1.0669	0	0.62572	0.01282	0.1928	0.00339
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerostipes|s__Anaerostipes_caccae	0	0	0	0	0	0	0	0	0	0	0.00464	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerostipes|s__Anaerostipes_caccae|t__GCF_000154305	0	0	0	0	0	0	0	0	0	0	0.00464	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerostipes|s__Anaerostipes_hadrus	0	0.01223	0.08253	0.02039	0.34115	0.01588	0.00388	0.09749	0.04065	0.09761	0	0	0	0.00971	1.0669	0	0.62572	0.00083	0.1928	0.00339
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerostipes|s__Anaerostipes_hadrus|t__GCF_000332875	0	0.01223	0.08253	0.02039	0.34115	0.01588	0.00388	0.09749	0.04065	0.09761	0	0	0	0.00971	1.0669	0	0.62572	0.00083	0.1928	0.00339
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerostipes|s__Anaerostipes_sp_3_2_56FAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerostipes|s__Anaerostipes_sp_3_2_56FAA|t__GCF_000185825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerostipes|s__Anaerostipes_unclassified	0	0	0.11042	0	0	0	0	0	0	0	2.84284	0.73766	0.60347	0	0	0	0	0.01199	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia	0.38659	4.74456	2.7202	3.53043	6.52128	11.19345	2.11758	10.66063	1.44359	1.39011	18.62701	46.32338	36.15349	20.07753	23.88516	16.41517	5.37786	14.61133	22.75055	29.18294
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_hansenii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.145	0	0	0	0	0.00062
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_hansenii|t__GCF_000156675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.145	0	0	0	0	0.00062
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_hydrogenotrophica	0.00329	0	0	0	0.41136	0	0	0.03383	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_hydrogenotrophica|t__GCF_000157975	0.00329	0	0	0	0.41136	0	0	0.03383	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_producta	0	0.03927	0.16459	0	0	0	0	0.00087	0	0	0	0.29132	0	0	0	0	0.28421	0.00209	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_producta|t__GCF_000373885	0	0.03927	0.16459	0	0	0	0	0.00087	0	0	0	0.29132	0	0	0	0	0.28421	0.00209	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Ruminococcus_gnavus	0	0.1097	0.31283	0	0	0	0.59332	2.9666	0	0	17.68625	43.45456	35.21721	18.56364	19.71218	15.49139	3.94246	1.94632	12.90862	16.67438
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Ruminococcus_gnavus|t__Ruminococcus_gnavus_unclassified	0	0.1097	0.31283	0	0	0	0.59332	2.9666	0	0	17.68625	43.45456	35.21721	18.56364	19.71218	15.49139	3.94246	1.94632	12.90862	16.67438
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Ruminococcus_obeum	0.12283	0.10045	1.81151	2.19395	3.50219	1.14344	0.07834	1.4924	0.44639	0.3887	0	0.00035	0	0.00526	0.1257	0	0.04838	0.0247	0.72193	0.0457
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Ruminococcus_obeum|t__GCF_000153905	0	0	0	2.01232	0	0.76546	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Ruminococcus_obeum|t__GCF_000210015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Ruminococcus_obeum|t__Ruminococcus_obeum_unclassified	0.12283	0.10045	1.81151	0.18163	3.50219	0.37797	0.07834	1.4924	0.44639	0.3887	0	0.00035	0	0.00526	0.1257	0	0.04838	0.0247	0.72193	0.0457
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Ruminococcus_torques	0.26048	4.49514	0.43128	1.33648	2.60773	10.05001	1.44592	6.16693	0.9972	1.00141	0.94076	2.57715	0.93627	1.50864	3.90228	0.92377	1.10281	12.63822	9.11999	12.46224
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Ruminococcus_torques|t__GCF_000153925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Ruminococcus_torques|t__GCF_000210035	0	0	0	0	0	0	0	2.21353	0	1.00141	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Ruminococcus_torques|t__Ruminococcus_torques_unclassified	0.26048	4.49514	0.43128	1.33648	2.60773	10.05001	1.44592	3.95341	0.9972	0	0.94076	2.57715	0.93627	1.50864	3.90228	0.92377	1.10281	12.63822	9.11999	12.46224
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Butyrivibrio	0	0	0	0.01	0	0.0182	0.01226	0	0	4.14874	0	0	0	0.0384	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Butyrivibrio|s__Butyrivibrio_crossotus	0	0	0	0	0	0.0182	0	0	0	4.14874	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Butyrivibrio|s__Butyrivibrio_crossotus|t__GCF_000156015	0	0	0	0	0	0.0182	0	0	0	4.14874	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Butyrivibrio|s__Butyrivibrio_unclassified	0	0	0	0.01	0	0	0.01226	0	0	0	0	0	0	0.0384	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus	1.39844	3.96902	5.18712	7.66395	1.25608	1.59214	3.32499	5.5224	0.75782	1.31006	0	0	0	0	0	0	0	0	0	1.50246
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_catus	0.58917	0	0	0.67752	0	0.73802	0.38678	1.07849	0.33628	1.16272	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_catus|t__GCF_000210555	0.58917	0	0	0.67752	0	0.73802	0.38678	1.07849	0.33628	1.16272	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_comes	0.80927	0.00647	5.18712	2.24301	1.25608	0.85412	2.93821	4.44392	0.42153	0.14734	0	0	0	0	0	0	0	0	0	1.50246
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_comes|t__GCF_000155875	0.80927	0.00647	5.18712	2.24301	1.25608	0.85412	2.93821	4.44392	0.42153	0.14734	0	0	0	0	0	0	0	0	0	1.50246
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_eutactus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_eutactus|t__GCF_000154425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_sp_ART55_1	0	3.96255	0	4.74341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_sp_ART55_1|t__GCF_000210595	0	3.96255	0	4.74341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea	1.71475	3.12547	1.55411	2.58311	3.67822	1.27879	3.37847	0.90337	1.92558	0.57097	0	0.22646	0	0	7.64267	0	0.16114	0.32851	0.16682	5.79191
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea|s__Dorea_formicigenerans	0.15881	2.99958	1.32276	1.06323	0.96245	0.4097	0.0179	0	0.52037	0.18394	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea|s__Dorea_formicigenerans|t__Dorea_formicigenerans_unclassified	0.15881	2.99958	1.32276	1.06323	0.96245	0.4097	0.0179	0	0.52037	0.18394	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea|s__Dorea_formicigenerans|t__GCF_000169235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea|s__Dorea_formicigenerans|t__GCF_000225745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea|s__Dorea_longicatena	1.55594	0.12589	0	1.51988	2.71578	0.86908	3.36058	0.90337	1.40521	0.38704	0	0	0	0	7.64267	0	0	0.32851	0	5.79191
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea|s__Dorea_longicatena|t__GCF_000154065	1.55594	0.12589	0	1.51988	2.71578	0.86908	3.36058	0.90337	1.40521	0.38704	0	0	0	0	7.64267	0	0	0.32851	0	5.79191
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea|s__Dorea_unclassified	0	0	0.23135	0	0	0	0	0	0	0	0	0.22646	0	0	0	0	0.16114	0	0.16682	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoanaerobaculum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoanaerobaculum|s__Lachnoanaerobaculum_saburreum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoanaerobaculum|s__Lachnoanaerobaculum_saburreum|t__Lachnoanaerobaculum_saburreum_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname	0.06807	3.52171	0.6525	0.50421	0.50377	0.90729	0.15376	1.59434	2.32305	0.37812	1.33819	10.33693	1.95247	5.18747	1.86296	3.58548	5.65566	24.13491	11.78825	1.9135
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_1_1_57FAA	0.02701	0	0	0	0.22436	0.58904	0	0	0	0.28168	0.46146	8.60209	0	0.02273	0.45423	0	5.53955	21.75586	4.40163	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_1_1_57FAA|t__GCF_000218445	0.02701	0	0	0	0.22436	0.58904	0	0	0	0.28168	0.46146	8.60209	0	0.02273	0.45423	0	5.53955	21.75586	4.40163	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_1_4_56FAA	0	0	0	0	0	0	0	0	0	0	0	1.41882	0	0.31386	0	0	0	0	0.72141	0.33936
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_1_4_56FAA|t__GCF_000218385	0	0	0	0	0	0	0	0	0	0	0	1.41882	0	0.31386	0	0	0	0	0.72141	0.33936
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_2_1_46FAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.52615	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_2_1_46FAA|t__GCF_000209385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.52615	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_2_1_58FAA	0	0.03316	0.00229	0	0	0	0.06657	0.61448	0	0	0	0	1.95247	4.63697	0	3.58548	0	0.02323	0.22508	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_2_1_58FAA|t__GCF_000218465	0	0.03316	0.00229	0	0	0	0.06657	0.61448	0	0	0	0	1.95247	4.63697	0	3.58548	0	0.02323	0.22508	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_3_1_46FAA	0.00568	0	0	0.47564	0.08353	0.08672	0	0.91539	0.06907	0.02259	0	0.03046	0	0	0	0	0	0.88334	0.22928	1.04081
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_3_1_46FAA|t__GCF_000209405	0.00568	0	0	0.47564	0.08353	0.08672	0	0.91539	0.06907	0.02259	0	0.03046	0	0	0	0	0	0.88334	0.22928	1.04081
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_3_1_57FAA_CT1	0.00286	3.38194	0.09702	0	0	0.01845	0	0	2.16923	0	0	0	0	0	0	0	0	0.17864	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_3_1_57FAA_CT1|t__GCF_000218405	0.00286	3.38194	0.09702	0	0	0.01845	0	0	2.16923	0	0	0	0	0	0	0	0	0.17864	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_4_1_37FAA	0	0	0	0	0	0	0	0	0	0	0	0.02714	0	0	0	0	0	0	0.09656	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_4_1_37FAA|t__GCF_000191805	0	0	0	0	0	0	0	0	0	0	0	0.02714	0	0	0	0	0	0	0.09656	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_5_1_57FAA	0	0.07298	0.45317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.67858	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_5_1_57FAA|t__GCF_000218425	0	0.07298	0.45317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.67858	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_5_1_63FAA	0	0.03312	0.07825	0.02102	0.0787	0.18279	0.06339	0.05177	0.02783	0.04301	0	0	0	0.05083	1.01642	0	0.08566	0.33109	5.16203	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_5_1_63FAA|t__GCF_000185525	0	0.03312	0.07825	0.02102	0.0787	0.18279	0.06339	0.05177	0.02783	0.04301	0	0	0	0.05083	1.01642	0	0.08566	0.33109	5.16203	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_6_1_63FAA	0	0	0	0	0	0	0	0	0	0	0.49216	0	0	0	0.19368	0	0.00048	0	0	0.11694
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_6_1_63FAA|t__GCF_000209425	0	0	0	0	0	0	0	0	0	0	0.49216	0	0	0	0.19368	0	0.00048	0	0	0.11694
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_7_1_58FAA	0.00981	0.00052	0.02178	0.00756	0.11718	0.0303	0.02284	0.01271	0.05691	0.03084	0.01064	0.08791	0	0	0	0	0	0.28418	0.00501	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_7_1_58FAA|t__GCF_000242155	0.00981	0.00052	0.02178	0.00756	0.11718	0.0303	0.02284	0.01271	0.05691	0.03084	0.01064	0.08791	0	0	0	0	0	0.28418	0.00501	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_8_1_57FAA	0.02271	0	0	0	0	0	0	0	0	0	0	0	0	0.16309	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_8_1_57FAA|t__GCF_000185545	0.02271	0	0	0	0	0	0	0	0	0	0	0	0	0.16309	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_9_1_43BFAA	0	0	0	0	0	0	0.00096	0	0	0	0.37393	0.17051	0	0	0.19864	0	0.02998	0	0.4211	0.41639
